2694/001,4201 18TH ST,4201 18TH ST,94114,12000,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=2694/001,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Complied,,,,,,,,,,,,,,,356.7,,,,2,364.6,1144.7,62.1,62.1,356.7,29.7,364.6,1144.7,3,345.5,1084.8,58.6,58.6,338,28.2,345.5,1084.8,,,,,,,,,
4005/006,Live Oak School,1555 MARIPOSA ST,94107,32100,K-12 School,http://propertymap.sfplanning.org/?&search=4005/006,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Complied,,,,,,,,,,40,37.4,96.2,9.2,9.2,162.1,5.2,35.9,94.7,50,36.8,93.1,-0.3,-0.3,162.1,5,37,93.3,54,33,89.2,-3.7,-3.7,155.8,4.9,35.9,92.3,,,,,,,,,
3763/016,Stillman St,77 STILLMAN ST,94107,21805,Other,http://propertymap.sfplanning.org/?&search=3763/016,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,4/1/14,Pending,,,,,,,,,,,,,,,49.1,,,,,30.8,77.6,-36.9,-36.9,49.1,2.3,30.9,77.6,,15.6,41.1,-66.6,-66.6,25.4,1.2,15.6,41.1,,29.3,80.5,-34.7,-34.7,48.7,2.2,30.4,81.6
1518/033,6221 GEARY BLVD,6221 GEARY BLVD,94121,17760,Office,http://propertymap.sfplanning.org/?&search=1518/033,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Complied,,,,,,,,,,,,,,,113,,,,29,92.1,205,24.7,24.7,113,6.4,92.1,205,51,48.7,152.1,-2.1,-2.1,70.3,4,48.7,152.1,,,,,,,,,
3717/005, ,160 SPEAR ST,94105,327911,Office,http://propertymap.sfplanning.org/?&search=3717/005,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,11/15/12,Exempt - ENERGY STAR,86,71.1,,-39.1,,1623.23,,68.4,,89,65.1,160,-43.6,,1368.3,,65.6,161.9,91,59.5,139.1,-46.1,-46,1368.3,4.4,59.5,139.1,93,54.9,128.7,-49.3,-49.3,1199.1,3.9,55.7,129.6,91,56.7,137.2,-46.6,-46.6,1254.7,4.1,56.7,137.2
3758/131,Mission Motors,1177 HARRISON ST,94103,15800, ,http://propertymap.sfplanning.org/?&search=3758/131,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - Tenant Turnover,4/1/14,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793/003,Herba Enterprises,1150 THOMAS AVE,94124,31250,Distribution Center,http://propertymap.sfplanning.org/?&search=4793/003,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Violation - Did Not Report,,Complied,,Complied,,Complied,,11/15/12,Complied,,,,,,,,,,,,,,,30.8,,,,73,12.1,38,-31.4,-31.4,30.8,1,12.1,38,55,15.4,47.1,-7.6,-7.6,38.7,1.2,15.4,47.1,63,13.8,42.2,-19.1,-19.1,34.6,1.1,13.5,41.3
4343/004,180 Napoleon St,180-200 Napoleon St,94124,302330,Mixed Use Property,http://propertymap.sfplanning.org/?&search=4343/004,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Complied,,,,,,,,,,,,,,,505.4,,,,58,46.5,110.1,-9.8,-9.8,505.4,3.3,43.9,107.3,60,38,104.6,-11.9,-11.9,443.8,2.9,38,104.6,,,,,,,,,
0298/008,The Andrews Hotel,624 POST ST,94109,19570,Hotel,http://propertymap.sfplanning.org/?&search=0298/008,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,4/1/14,Complied,,,,,,,,,,,,,,,152.3,,,,89,133.6,181.9,-38,-38,152.3,7.8,126.6,175.2,90,124.4,173.8,-38.4,-38.4,140.8,7.2,129.6,178.1,90,123.4,172.9,-39.6,-39.6,139.8,7.1,125.6,174.7
4082/005,Brian Cruz,750 FLORIDA ST,94110,14472,Manufacturing/Industrial Plant,http://propertymap.sfplanning.org/?&search=4082/005,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Pending,,4/1/13,Complied,,,,,,,,,,,,,,,15.1,,,,,14.4,35.4,,,15.1,1,13.8,34.7,,14,34.9,,,14.7,1,16,37.8,,,,,,,,,
0193/013,816 WASHINGTON ST,816 WASHINGTON ST,94108,13950, ,http://propertymap.sfplanning.org/?&search=0193/013,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,4/1/14,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.4,495.7,14.7,14.7,299.1,21.4,378.4,495.7,,346.6,456.8,5.7,5.7,274.5,19.7,346.6,456.8
0263/011,101 California,101 CALIFORNIA ST,94111,1464955,Office,http://propertymap.sfplanning.org/?&search=0263/011,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/13,Exempt - LEED EBOM,90,51.4,,-43.7,,6215.22,,51.4,,91,50.5,151.9,-45.5,,5339.8,,50.1,151.4,92,46.4,132.7,-48.4,-48.4,5339.8,3.9,46.5,132.8,94,41.9,123,-51.3,-51.3,4564.9,3.3,43.3,124.5,94,41.9,121.6,-52.4,-52.4,4538.3,3.3,42.5,122.3
0701/001,MKD Kabuki Center LLC,1881 POST ST,94115,115708,Movie Theater,http://propertymap.sfplanning.org/?&search=0701/001,Exempt,,Exempt,,Complied,,Complied,,Complied,,Complied,,11/15/12,Pending,,,,,,,,,,,,,,,622.6,,,,,116.7,257.7,202.8,202.8,622.6,8,114.2,255.1,,108.3,246.5,189.7,189.7,585.4,7.6,111.6,250.1,,107.6,242.7,185.2,185.2,579.5,7.5,108.7,242.9
3926/001,2600 16TH ST,2600 16TH ST,94103,33000, ,http://propertymap.sfplanning.org/?&search=3926/001,Complied,,Complied,,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Change of Ownership,Exempt,Exempt - New Construction,4/1/17,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349/001,101 GOLDEN GATE AVE,101 GOLDEN GATE AVE,94102,37868, ,http://propertymap.sfplanning.org/?&search=0349/001,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,4/1/19,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7080/024,Temple United Methodist Church,1111 JUNIPERO SERRA BLVD,94132,30000,Worship Facility,http://propertymap.sfplanning.org/?&search=7080/024,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/13,Complied,,,,,,,,,,82,29.5,65.1,-35.8,,53.7,,28,63.5,89,25.9,52.2,-45.2,-45.3,53.7,1.8,23.9,50.1,97,16.7,34.7,-60.8,-60.8,33.7,1.1,19.5,37.6,97,16.6,33.8,-62.7,-62.7,33.1,1.1,17.5,34.8
3532/035,Valencia Street LLC,225 VALENCIA ST,94103,12080, ,http://propertymap.sfplanning.org/?&search=3532/035,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0629/034,University of the Pacifc,2155 WEBSTER ST,94115,193173, ,http://propertymap.sfplanning.org/?&search=0629/034,Complied,,Complied,,Complied,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,4/1/18,Upcoming,,,,,,,,,,,132.9,306.3,16.7,,,,128.7,301.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550/001B,1820 HARRISON ST,1818 HARRISON ST,94103,18360, ,http://propertymap.sfplanning.org/?&search=3550/001B,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,4/1/17,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0351/001,1100 MARKET ST,1100 MARKET ST,94102,64225, ,http://propertymap.sfplanning.org/?&search=0351/001,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,4/1/17,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056/A002,1850 Kearny,140 CHESTNUT ST,94133,17786,Manufacturing/Industrial Plant,http://propertymap.sfplanning.org/?&search=0056/A002,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/14,Complied,,,,,,,,,,,,,,,114.8,,,,,100.6,187.6,,,114.8,6.5,100.6,187.6,,143.4,257.8,,,161.4,9.1,143.4,257.8,,142.2,249.8,,,158.6,8.9,146.2,254
0719/002,901 Van Ness LLC,901 VAN NESS AVE,94109,93330,Automobile Dealership,http://propertymap.sfplanning.org/?&search=0719/002,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/13,Complied,,10.4,,-92.5,,,,10.4,,,10.4,10.4,-80.3,,107,,10.4,10.4,,27.2,53.4,-59,-59,107,1.1,27.6,54,,28.3,56.3,-56.7,-56.7,110.1,1.2,32,62.8,,26.3,50.3,-61.4,-61.4,99.3,1.1,27.2,51.2
5315/051,2000 Oakdale Ave,2000 OAKDALE AVE,94124,37000, ,http://propertymap.sfplanning.org/?&search=5315/051,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Complied,,Complied,,Exempt,Exempt - Change of Ownership,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,88,6.5,15,-54.5,,40.5,,6.5,15,79,17.2,28.9,-40.1,-40,40.5,1.1,17.2,28.9,,,,,,,,,,,,,,,,,,
3979/001,444 De Haro,444 DE HARO ST,94107,145351, ,http://propertymap.sfplanning.org/?&search=3979/001,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Complied,74,50.3,,-25,,664.47,,50.3,,97,26.5,88.4,-60.3,,230.7,,24.9,83.2,100,18.1,56.7,-72.7,-72.8,230.7,1.6,18.1,56.7,,,,,,,,,,,,,,,,,,
4991/085,250 EXECUTIVE PARK BLVD,250 EXECUTIVE PARK BLVD,94134,112390,Office,http://propertymap.sfplanning.org/?&search=4991/085,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,11/15/12,Pending,,,,,,,,,,,,,,,421.3,,,,88,51,130.2,-42,-42,421.3,3.7,49.9,129,89,43.9,122.3,-43.7,-43.7,378.5,3.4,43.9,122.3,,,,,,,,,
0269/001,Russ Building,235 MONTGOMERY ST,94104,589863,Office,http://propertymap.sfplanning.org/?&search=0269/001,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/14,Exempt - LEED EBOM,95,53.4,,-53.6,,2389.55,,51.5,,96,51.3,140.4,-54.9,,1945.5,,51.3,140.4,96,49.3,126.4,-56.3,-56.3,1945.5,3.8,49.4,126.6,98,40.9,109.5,-61.5,-61.5,1633.5,3.2,42.9,111.8,98,41.1,110.3,-61.6,-61.6,1642.2,3.2,42.1,111.6
5211/032,3450 3RD ST #2 A,3450 3RD ST #2 A,94124,11198, ,http://propertymap.sfplanning.org/?&search=5211/032,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642/030,2731 MISSION ST,2731 MISSION ST,94110,12189, ,http://propertymap.sfplanning.org/?&search=3642/030,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788/041,665 Third Street,665 3RD ST,94107,134445,Office,http://propertymap.sfplanning.org/?&search=3788/041,Complied,,Violation - Did Not Report,,Exempt,Exempt - Tenant Turnover,Complied,,Complied,,Complied,,4/1/13,Pending,,,,,,,,,,,,,,,702.3,,,,58,65.3,197.6,-8.7,-8.7,702.3,5.2,65.4,197.8,69,60.1,184,-20.3,-20.3,651,4.8,61.3,185.2,66,62.6,193.3,-17.4,-17.4,680.5,5.1,62.8,193.5
3789/009,275 BRANNAN ST,275 BRANNAN ST,94107,65402,Office,http://propertymap.sfplanning.org/?&search=3789/009,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Pending,,,,,,,,,,,,,,,163.6,,,,97,31.7,93.4,-58.6,-58.6,163.6,2.5,31.8,93.5,96,31.6,93.5,-57.7,-57.7,163.3,2.5,32.7,95.1,,,,,,,,,
0496/013,3110 OCTAVIA ST,3110 OCTAVIA ST,94123,11268,Hotel,http://propertymap.sfplanning.org/?&search=0496/013,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,4/1/14,Pending,,,,,,,,,,,,,,,73.1,,,,61,103.3,182.1,-9.7,-9.7,73.1,6.5,103.5,182.3,59,102.5,181.2,-8.1,-8.1,72.6,6.4,106,184.9,,,,,,,,,
5306/029,4601 3RD ST,4601 3RD ST,94124,16439, ,http://propertymap.sfplanning.org/?&search=5306/029,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec,211 Jefferson St,2739 TAYLOR ST,94133,40052, ,http://propertymap.sfplanning.org/?&search=0012/001,Violation - Insufficient Data,,Violation - Insufficient Data,,Complied,,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - Tenant Turnover,Complied,,4/1/13,Pending,,,,,,,,,,43,35.2,117.5,8.8,,,,35.2,117.5,,,,,,,,,,,,,,,,,,,40,66.3,172.6,12.2,12.2,197.2,4.9,65.8,171.1
9900/045,Pier 45 - Shed D,45 Pier  Shed D,94133,64628,Other,http://propertymap.sfplanning.org/?&search=9900/045,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Pending,,4/1/99,Municipal,,2.3,7.2,-94.1,-94.2,14.4,0.2,2.3,7.2,,2.4,7.4,-93.9,-94,14.2,0.2,2.3,7.2,,2.7,8.5,-93.1,-93.1,14.2,0.2,2.7,8.5,,2.4,7.5,-93.9,-93.9,12.5,0.2,2.4,7.5,,,,,,,,,
0176/016,170 COLUMBUS AVE,170 COLUMBUS AVE,94133,76431,Office,http://propertymap.sfplanning.org/?&search=0176/016,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,11/15/12,Complied,79,61.1,130.2,-31.2,-31.2,316.7,4.1,61.6,132.5,81,57.8,124.5,-33.6,-33.7,315.6,4.1,57.8,124.5,80,57.5,125,-32.7,-32.8,315.6,4.1,57.6,125.2,64,71.1,154.1,-15.1,-15.1,371.2,4.9,71.1,154.1,57,79.8,170.2,-7.6,-7.6,413.9,5.4,82.3,172.8
0341/006,948 MARKET ST,948 MARKET ST,94102,42822, ,http://propertymap.sfplanning.org/?&search=0341/006,Exempt,Exempt - SqFt Not Subject This Year,Exempt,,Exempt,,Exempt,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305/013,580 GEARY ST,580 GEARY ST,94102,33635, ,http://propertymap.sfplanning.org/?&search=0305/013,Exempt,Exempt - SqFt Not Subject This Year,Violation - Insufficient Data,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0689/200,1314 POST ST,1301 FRANKLIN ST,94109,12342,Retail Store,http://propertymap.sfplanning.org/?&search=0689/200,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,,,,,,71.3,,,,77,71.2,221.5,-33,-33,71.3,5.8,71.2,221.5,74,74.6,231.5,-28.5,-28.5,74.6,6,75.1,232.1,,,,,,,,,
0192/004,1009 STOCKTON ST,1009 STOCKTON ST,94108,15000,Other,http://propertymap.sfplanning.org/?&search=0192/004,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,4/1/14,Complied,,,,,,,,,,,,,,,8.9,,,,98,9.4,16.8,-66.8,-66.8,8.9,0.6,9.4,16.8,98,8.8,16.1,-65.3,-65.3,8.4,0.6,8.8,16.1,99,8.1,14.3,-70.9,-70.9,7.6,0.5,8.1,14.3
3510/057,1453 MISSION ST,1453 MISSION ST,94103,83000, ,http://propertymap.sfplanning.org/?&search=3510/057,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0014/001,Radisson Fisherman's Wharf,250 Beach Street,94133,201339,Hotel,http://propertymap.sfplanning.org/?&search=0014/001,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,4/1/13,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,76.2,132.8,18,18,805.5,4.8,76.2,132.8,32,75,133.8,16.2,16.2,799.7,4.7,74.2,131.4
0324/022,415 OFARRELL ST,415 OFARRELL ST,94102,24042, ,http://propertymap.sfplanning.org/?&search=0324/022,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937/002A,PSAI - 251 Rhode Island Street,251 RHODE ISLAND ST,94103,79438,Office,http://propertymap.sfplanning.org/?&search=3937/002A,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,87,45.6,120.1,-40.1,-40.1,253.2,3.6,45.6,120.1,87,45.4,120,-40.1,-40,253.2,3.6,45.4,120,,43.5,113.5,-23.3,-23.3,225.3,3.2,43.5,113.5,,,,,,,,,
0309/022,275 Post,275 POST ST,94108,13081,Office,http://propertymap.sfplanning.org/?&search=0309/022,Exempt,Exempt - SqFt Not Subject This Year,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Pending,,4/1/13,Complied,,,,,,,,,,,,,,,97,,,,7,106.6,240.5,77.8,77.8,97,7.4,106.6,240.5,23,80,175.7,34.7,34.7,71.9,5.5,84.4,180.3,,,,,,,,,
4304/002,80 Pier - M&R Building,80 Pier - M&R Building,94124,31000,Other - Services,http://propertymap.sfplanning.org/?&search=4304/002,Exempt,Exempt - SqFt Not Subject This Year,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/99,Municipal,,,,,,,,,,4,19.7,61,140.2,142.1,101.3,1.7,,,1,29.7,92.4,266.7,268.1,101.3,2.6,,,1,30.9,96.2,302.7,302.7,97.9,2.5,,,,,,,,,,,
0194/009,740 WASHINGTON ST,740 WASHINGTON ST,94108,10229, ,http://propertymap.sfplanning.org/?&search=0194/009,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779/166,750 BRANNAN ST,750 BRANNAN ST,94103,24419,Retail Store,http://propertymap.sfplanning.org/?&search=3779/166,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Violation - Did Not Report,,4/1/13,Complied,,,,,,,,,,,,,,,58.9,,,,62,34.5,71,-15.6,-15.6,58.9,2.4,31.2,67.6,67,21.3,56.1,-21.4,-21.4,38.9,1.6,21.3,56.1,,,,,,,,,
0701/005,Kinokuniya Building,1825 POST ST,94115,76197,Enclosed Mall,http://propertymap.sfplanning.org/?&search=0701/005,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,11/15/12,Complied,,111.9,,163,,461.66,,111.6,,,164.1,295.8,25.6,,798.1,,165.2,299.4,,158,291.3,23.6,23.6,798.1,10.5,157.4,293.8,,161.7,304.5,29.3,29.3,793.9,10.4,161,296.2,,157.5,292.3,24.1,24.1,769,10.1,156.8,287.9
5240/043,1355 FAIRFAX AVE,1355 FAIRFAX AVE,94124,14000, ,http://propertymap.sfplanning.org/?&search=5240/043,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585/003,Apparel Dorman 4-90,50 Dorman Ave,94124,50422, ,http://propertymap.sfplanning.org/?&search=5585/003,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Violation - Insufficient Data,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Pending,,,,,,,,,,75,21,65.9,-31.9,-31.9,,1.7,21,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
0743/001,799 VAN NESS AVE,799 VAN NESS AVE,94102,42976, ,http://propertymap.sfplanning.org/?&search=0743/001,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982/003A,2660 SAN BRUNO AVE,2660 SAN BRUNO AVE,94134,10522, ,http://propertymap.sfplanning.org/?&search=5982/003A,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736/006,246 First Street LLC,234 1ST ST,94105,70000, ,http://propertymap.sfplanning.org/?&search=3736/006,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Exempt,Exempt - Change of Ownership,Violation - Did Not Report,,11/15/12,Complied,66,50.6,,-17.5,,307.6,,49.8,,65,54.5,156.5,-16.4,,363.8,,54.5,156.6,59,68.2,166.1,-10.4,-10.3,363.8,5.2,68.2,166.1,,,,,,,,,,,,,,,,,,
3733/091,363 CLEMENTINA ST,363 CLEMENTINA ST,94103,10936, ,http://propertymap.sfplanning.org/?&search=3733/091,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Violation - Did Not Report,,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33.5,77.1,-72.3,-72.3,25.8,2.3,39.3,82.5,,,,,,,,,
1094/001,2675 Geary Blvd,2675 GEARY BLVD,94115,193938, ,http://propertymap.sfplanning.org/?&search=1094/001,Complied,,Complied,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,4/1/19,Upcoming,100,1.9,,-98.3,,19.9,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0315/020,391 GEARY ST,391 GEARY ST,94102,14761, ,http://propertymap.sfplanning.org/?&search=0315/020,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,4/1/14,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786/014B,340 Townsend St.,340 TOWNSEND ST,94107,44000, ,http://propertymap.sfplanning.org/?&search=3786/014B,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,4/1/13,Complied,,,,,,,,,,,110.1,367.7,57.3,,409.6,,110.1,367.7,,114.2,358.5,,,409.6,9.3,114.2,358.5,,117.7,369.6,,,422.3,9.6,117.7,369.6,,110.7,347.7,,,397.2,9,110.7,347.7
3787/024,Swinerton Headquarters,260 TOWNSEND ST,94107,66943, ,http://propertymap.sfplanning.org/?&search=3787/024,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,4/1/13,Exempt - LEED EBOM,65,80.2,,-15.2,,416.43,,69.3,,66,74.3,200.1,-15.9,,,,74.3,200.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732/045,BOYD 944 FOLSOM BUILDING,944 FOLSOM ST,94103,10750,Office,http://propertymap.sfplanning.org/?&search=3732/045,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,4/1/14,Complied,,,,,,,,,,,,,,,19.3,,,,93,26.7,55.5,-50.3,-50.3,19.3,1.8,27.1,55.9,91,23.4,55.8,-47.8,-47.8,17.9,1.7,27.3,59.9,86,27.9,66.3,-39.4,-39.4,21.3,2,29.3,67.8
3554/056,3068 16TH ST,3060 16TH ST,94103,12000,Bank Branch,http://propertymap.sfplanning.org/?&search=3554/056,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Complied,,Complied,,Complied,,Complied,,4/1/14,Pending,,,,,,,,,,,,,,,36.2,,,,90,34.3,107.8,-46,-45.9,36.2,3,35,110,86,37.1,116.4,-39.5,-39.5,36.3,3,35.7,112,89,34.6,108.5,-44.2,-44.2,33.8,2.8,34,106.9
3705/023,85 5TH ST,85 5TH ST,94103,69100,Hotel,http://propertymap.sfplanning.org/?&search=3705/023,Exempt,Exempt - SqFt Not Subject This Year,Violation - Did Not Report,,Violation - Insufficient Data,,Complied,,Complied,,Violation - Did Not Report,,4/1/13,Pending,,,,,,,,,,,,,,,465.1,,,,18,97.1,202.4,35,35,465.1,7,98.1,205.5,12,98.6,207.5,47.8,47.8,472.6,7.1,96.6,201.1,,,,,,,,,
